关系抽取_RE_Spatial_Emotion,情感表达_Emotion_Valence,情感表达_Emotion_Discrete,情感表达_Emotion_Intensity,情感表达_Emotion_Shift,空间环境特征_Place_Name
[灯光染色江水] -> [敬畏/惊叹],Positive,放松/平静; 敬畏/惊叹,中/一般,否,中山码头; 浦口码头; 老浦口火车站; 遇难同胞纪念碑; 民国海军医院旧址; 铁路轮渡栈桥旧址; 阅江楼; 狮子山广场; 朱元璋像
[香味] -> [愉悦/开心],Positive,愉悦/开心; 兴趣/好奇,中/一般,否,中山码头北; 下关火车主题公园
[长江大桥] -> [自豪/归属感]; [长江大桥] -> [怀旧/温馨],Positive,自豪/归属感; 怀旧/温馨,强/高,否,中山码头; 南京长江大桥; 桥北滨江生态公园
[温柔的江风] -> [舒适/安全],Positive,舒适/安全; 愉悦/开心,弱/低,否,浦口火车站; 南京北站
[波光粼粼的江面和落日] -> [愉悦/开心]; [江风] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,强/高,否,洲头公园; 南京长江大桥; 南京长江二桥
[阳光下的梧桐树] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,中/一般,否,中山码头
[木绣球盛开] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 兴趣/好奇; 自豪/归属感,强/高,否,长江大桥
,Positive,兴趣/好奇,中/一般,否,长江大桥
[绿皮火车] -> [怀旧/温馨],Positive,愉悦/开心; 怀旧/温馨,中/一般,否,中山码头; 浦口码头; 南京北站
[天然滤镜景观] -> [愉悦/开心]; [山景] -> [审美欣赏],Positive,愉悦/开心; 敬畏/惊叹; 兴趣/好奇; 自豪/归属感,强/高,否,颐和路; 紫峰大厦; 先锋书店; 颐和书馆; 宁海中学
[橘子海落日] -> [治愈/愉悦],Positive,愉悦/开心; 放松/平静; 舒适/安全,强/高,否,午朝门公园; 总统府煦园; 富贵山登城口; 绣球公园; 古林公园; 中山植物园北园; 雨花台丁香园; 下马坊博爱路; 阅江楼; 中山码头; 南京博物院
,,,,,南京南站; 下关火车主题公园; 百家湖1912; 夫子庙东园桥
[日落] -> [愉悦/开心]; [烧烤香味] -> [愉悦/开心],Positive,放松/平静; 愉悦/开心; 怀旧/温馨,中/一般,否,下关火车主题公园; 长江大桥
[大桥全景] -> [震撼/敬畏],Positive,愉悦/开心; 放松/平静; 怀旧/温馨; 自豪/归属感,强/高,否,鼓楼滨江; 下关火车主题公园; 和记洋行; 狮子山; 卢龙湖; 大洪池生态公园; 静海寺; 天妃宫; 阅江楼景区
[波光粼粼的水面和芦苇荡] -> [放松/平静]; [下午阳光下的浦口火车站] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 兴趣/好奇; 敬佩/惊叹,中/一般,否,夕Space落日餐厅
[老浦口火车站的历史意义] -> [敬佩/惊叹],Positive,怀旧/温馨; 愉悦/开心; 敬佩/惊叹,中/一般,否,
[老式英式建筑] -> [愉悦/开心],Positive,愉悦/开心; 敬畏/惊叹; 怀旧/温馨,中/一般,否,下关火车主题公园; 铁路轮渡旧址; 滨江风光带; 中山码头; 张林烧烤; 大观天地MALL; 阅江楼
,Positive,愉悦/开心,强/高,无法判断,下关火车主题公园; 南京长江大桥玻璃栈道; 中山码头; 浦口码头; 桥北万象汇; 南京北站旧址; 近代建筑风貌区
[桥下夜景] -> [愉悦/开心],Positive,兴趣/好奇; 愉悦/开心,中/一般,是（习惯桥上->探索桥下）,下关火车主题公园; 铁路轮渡栈桥旧址; 中山码头; 浦口码头; 浦口火车站; 长江大桥玻璃栈道; 江豚观赏点; 民国首都电厂旧址公园; 阅江楼
[云雾] -> [愉悦/开心],Positive,愉悦/开心,弱/低,无法判断,中山码头; 浦口火车站; 南京北站
[橘子海日落] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹,强/高,否,浦口火车站; 中山码头
[无人机拍摄夜景] -> [兴趣/好奇],Mixed,兴趣/好奇; 失望/悲伤; 放松/平静,中/一般,是（期待->失望）,
[长江之畔] -> [舒适宜居],Positive,愉悦/开心; 满意,中/一般,否,长江大桥
[长江大桥横跨大江] -> [敬畏/惊叹],Positive,敬畏/惊叹; 自豪/归属感,强/高,否,无法判断
[日落景色] -> [愉悦/开心],Positive,兴趣/好奇; 愉悦/开心,中/一般,否,中山码头; 浦口码头; 浦口火车站; 阅江楼; 绣球公园; 长江大桥
[朱自清《背影》联想到的车站场景] -> [兴趣/好奇],Positive,舒适/安全; 兴趣/好奇,弱/低,否,长江大桥; 大桥南堡公园; 玻璃栈道
[碉堡] -> [好奇],Neutral,好奇; 兴趣,弱/低,否,鼓楼滨江风光带
[傍晚光影] -> [兴趣/好奇],Mixed,兴趣/好奇; 挫败/烦恼,中/一般,是（兴趣->挫败）,长江大桥
[没有铁轨] -> [失望/悲伤],Negative,失望/悲伤; 厌恶,中/一般,否,中山码头; 浦口码头
[时间静止] -> [怀旧/温馨],Positive,愉悦/开心; 敬佩/惊叹; 怀旧/温馨,强/高,否,中山码头
[江面波光粼粼] -> [愉悦/开心]; [吹着江风] -> [放松/平静],Positive,愉悦/开心; 放松/平静,强/高,否,渡江纪念馆
[金灿灿的江面] -> [愉悦/开心]; [江豚跃出水面] -> [兴趣/好奇]; [靠窗视野] -> [舒适/安全],Positive,愉悦/开心; 放松/平静; 兴趣/好奇; 舒适/安全,强/高,否,中山码头; 浦口码头; 老火车站
,,,,,浦口火车站
无法判断,Positive,愉悦/开心,中/一般,无法判断,中山码头; 浦口码头; 浦口火车站; 民国首都电厂旧址公园; 民国海军医院旧址; 下关火车主题公园
[修旧如旧建筑] -> [敬佩/惊叹],Positive,愉悦/开心; 敬佩/惊叹,中/一般,否,中山码头; 大桥公园
[美美哒照片场景] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,中/一般,否,下关火车主题公园; 欢乐舞台; 江豚观赏地; 中山码头
[石楠花味] -> [厌恶/不适],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹; 兴趣/好奇,中/一般,否,
[浪漫日落] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,强/高,否,无法判断
[江风吹拂; 火车轰鸣; 轮渡汽笛] -> [放松/平静],Positive,愉悦/开心; 放松/平静; 怀旧,中/一般,否,浦口火车站; 大马路
[橘子海落日] -> [治愈/惊叹],Positive,兴趣/好奇; 愉悦/开心; 放松/平静,中/一般,否,中山码头; 浦口火车站
[轮渡鸣笛声] -> [怀旧/温馨]; [橘子味的晚霞] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 怀旧/温馨; 敬畏/惊叹,强/高,否,浦口火车站; 浦口码头; 中山码头; 轮渡; 玄武湖; 解放门; 菱洲; 环洲; 樱洲; 梁洲; 翠洲; 雨花台; 城墙博物馆; 老门东; 白鹭洲公园; 华昌龙谷
[橘子海日落] -> [惊叹]; [灯光夜景] -> [愉悦],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹; 兴趣/好奇,强/高,否,南京长江大桥; 南堡公园玻璃栈道
[朱自清《春》主题] -> [敬畏/惊叹],Positive,愉悦/开心; 放松/平静; 兴趣/好奇; 敬畏/惊叹,强/高,否,南堡公园; 阅江楼; 长江大桥; 玻璃栈道
[民国风格建筑] -> [敬佩/惊叹],Positive,怀旧/温馨; 敬佩/惊叹; 自豪/归属感,中/一般,否,南京长江大桥; 中山码头; 民国海军医院旧址; 浦口火车站; 德国马牌轮胎（森其步商贸店）; 玻璃栈道
,Neutral,,弱/低,否,浦口码头; 中山码头; 浦口火车站; 南京北站旧址; 扬子江生态公园
[江景+长江大桥+阅江楼] -> [愉悦/开心],Positive,兴趣/好奇; 愉悦/开心,中/一般,否,南京长江大桥; 玻璃栈道; 南堡公园; 中山码头; 火车轮渡旧址
[橘子海] -> [治愈/敬畏]; [发丝发光] -> [愉悦/开心],Positive,治愈/敬畏; 愉悦/开心,强/高,否,浦口火车站
,Positive,舒适/安全; 放松/平静,中/一般,否,民国首都电厂旧址公园; 下关火车主题公园; 铁路轮渡旧址
[萨克斯音乐] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 怀旧/温馨,中/一般,否,下关江边; 7-11江边路店
[开阔江景] -> [愉悦/开心]; [风] -> [放松/平静],Positive,愉悦/开心; 放松/平静,强/高,否,中山码头; 浦口码头; 南京北站; 浦口火车站; 南京长江大桥
,Neutral,,弱/低,否,中山码头; 浦口码头; 浦口火车站
[P11试验墩] -> [敬佩]; [双层结构] -> [敬佩],Positive,自豪/归属感; 敬佩,强/高,否,中山码头; 浦口码头; 燕子矶码头; 八卦洲码头; 棉花堤渡口; 旗杆渡口
[日落] -> [放松/平静],Positive,愉悦/开心; 放松/平静,中/一般,否,浦口火车站; 中山码头
[城市天际线] -> [敬畏/惊叹],Positive,愉悦/开心; 敬畏/惊叹,中/一般,否,长江大桥; 下关火车主题公园
[朦胧光影效果] -> [愉悦/开心],Positive,愉悦/开心; 兴趣/好奇,中/一般,否,下关火车主题公园
[长江] -> [好奇/兴趣],Positive,愉悦/开心; 好奇/兴趣,中/一般,否,南京长江大桥
[夕阳] -> [治愈]; [江豚] -> [治愈],Positive,愉悦/开心; 放松/平静; 怀旧/温馨,强/高,否,鼓楼滨江; 夕Space落日餐厅; 中山码头
[橘子海日落] -> [愉悦/开心]; [江边晚霞] -> [惊叹/敬畏],Positive,愉悦/开心; 放松/平静; 兴趣/好奇,强/高,否,长江大桥; 河西CBD; 阅江楼
[夕阳] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,中/一般,否,下关火车主题公园
,,,,,中山码头; 浦口码头
[紫峰大厦入镜] -> [兴趣/好奇],Mixed,兴趣/好奇; 挫败/烦恼,中/一般,是（挫败->兴趣）,下关火车主题园; 栈桥旧址; 江边路; 江豚观赏点; 首都电厂旧址; 中山码头; 浦口码头; 浦口火车站
[日落光线] -> [敬畏/惊叹],Positive,愉悦/开心; 敬畏/惊叹,强/高,否,民国首都电厂旧址公园; 中山码头
[绝美日落] -> [愉悦/开心],Positive,愉悦/开心; 兴趣/好奇,强/高,否,中山码头; 浦口码头
[鼓楼滨江风光带] -> [风景独好],Positive,兴趣/好奇; 期待/憧憬,中/一般,否,
[华灯璀璨与江面倒影] -> [敬畏/惊叹],Positive,自豪/归属感; 敬畏/惊叹,强/高,否,长江大桥
[夕阳下的电厂遗址] -> [敬佩/赞叹],Positive,兴趣/好奇; 敬佩/赞叹; 怀旧/温馨,中/一般,否,中山码头
,Positive,愉悦/开心; 兴趣/好奇,中/一般,否,中山码头; 浦口码头; 浦口火车站旧址
[晨雾中的樱花与江面] -> [惊叹/敬畏],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹; 兴趣/好奇,强/高,否,鼓楼滨江; 鼓楼滨江风光带; 阅江楼; 秦淮河; 方家营; 盐仓桥; 中山北路; 云南路; 上海路
[红色雕塑群] -> [惊叹]; [长江大桥] -> [震撼],Positive,敬佩/惊叹; 好奇/兴趣; 怀旧/温馨,中/一般,否,南京长江大桥
[落日晚霞] -> [敬畏/惊叹],Positive,怀旧/温馨; 敬畏/惊叹,中/一般,否,中山码头; 民国首都电厂旧址; 大马路; 下关火车站旧址; 民国海军医院旧址; 铁路轮渡栈桥旧址; 火车主题公园
[落日; 水面; 微风] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹,强/高,否,轮渡
,Positive,期待,中/一般,否,幕府滨江风光带; 五马渡; 燕子矶广场; 达摩古洞; 滨江铁路; 永济大道; 燕子矶公园; 南京小镰仓网红墩子
[史诗级晚霞] -> [敬畏/惊叹],Positive,敬畏/惊叹; 愉悦/开心,强/高,否,渡江胜利纪念馆; 中山码头; 铁路轮渡旧址; 下关火车主题公园; 望江亭; 下关历史陈列馆; 民国海军医院旧址; 长江大桥; 定淮门电视塔; 世茂滨江
,Neutral,,弱/低,否,民国海军医院旧址; 江边路46号; 江边路48号; 急诊部; 住院部; 瞭望塔
[月光倒影] -> [平静],Neutral,兴趣/好奇; 平静,弱/低,否,下关滨江
[长江落日] -> [浪漫]; [江风] -> [舒适],Positive,愉悦/开心; 兴趣/好奇; 舒适/安全,强/高,否,中山码头; 大桥; 金陵船厂; 幕燕风光带
[江豚翻滚戏水] -> [愉悦/开心],Positive,怀旧/温馨; 愉悦/开心; 敬畏/惊叹,中/一般,否,南京下关; 长江大桥
[橘子海日落] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹; 兴趣/好奇,强/高,否,民国海军医院旧址
[夜晚氛围] -> [害怕],Mixed,焦虑/害怕; 兴趣/好奇,中/一般,是（害怕->期待）,下关江豚基地
[露天座位] -> [舒适/安全]; [春日阳光] -> [温暖/放松],Positive,愉悦/开心; 放松/平静; 舒适/安全,强/高,否,鼓楼滨江; 鼓楼中海滨江; 南堡公园; 大观天地; 龙湖天街
[江风] -> [放松/平静],Positive,愉悦/开心; 放松/平静,强/高,否,下关火车主题公园; 铁路轮渡旧址; 民国海军医院旧址; 下关历史陈列馆; 江豚观赏地; 民国首都电厂旧址公园; 中山码头
[日落美景] -> [心醉]; [长江大桥] -> [敬畏/惊叹],Positive,愉悦/开心; 敬畏/惊叹; 自豪/归属感,强/高,否,中山码头; 浦口码头; 民国首都电厂旧址公园; 江豚观赏地; 民国海军医院旧址; 铁路轮渡栈桥旧址; 下关火车公园; 长江大桥玻璃栈道
[桥身稳定感] -> [安心]; [电动车鸣笛] -> [烦躁],Mixed,疲惫; 兴趣; 担忧,中/一般,是（兴趣->疲惫->担忧）,无法判断
[列车员叫卖声] -> [怀旧/温馨]; [红烧牛肉方便面味道] -> [怀旧/温馨],Positive,怀旧/温馨; 放松/平静; 自豪/归属感,强/高,否,鼓楼滨江; 民国海军医院旧址
,,,,,下关火车主题公园
[江豚及其幼豚] -> [喜爱/愉悦],Positive,愉悦/开心; 喜爱,中/一般,否,下关火车公园; 南京长江大桥; 下关火车站; 南京西站
[工业风建筑] -> [历史厚重感],Positive,自豪/归属感; 敬佩/敬仰,强/高,否,南京长江大桥; S8长江大桥北站; 刘伯承广场
[江风] -> [治愈]; [货轮鸣笛] -> [敬畏/惊叹],Positive,愉悦/开心; 敬畏/惊叹; 兴趣/好奇,强/高,否,中山码头; 浦口码头; 老火车站
[蒸汽火车头] -> [怀旧/温馨],Mixed,怀旧/温馨; 悲伤/失望,中/一般,是（怀旧->悲伤）,
[灯会灯光] -> [愉悦/开心],Positive,兴趣/好奇; 愉悦/开心,中/一般,否,长江微笑驿站; 红云桥; 长江大桥
[夕阳余晖] -> [愉悦/开心],Positive,愉悦/开心; 敬畏/惊叹; 怀旧/温馨,强/高,否,1934文化产业园; 南化化机厂旧址; 永利铔厂旧址; 南化公司大院
[《背影》故事发生地] -> [自豪/归属感],Positive,愉悦/开心; 自豪/归属感,中/一般,否,南京西站
,,,,,下关火车主题公园; 铁路轮渡旧址
[桂花香] -> [愉悦/开心]; [南京话] -> [怀旧/温馨],Positive,愉悦/开心; 怀旧/温馨,中/一般,否,长江大桥玻璃栈道; 南京长江大桥; 南堡公园
[眺望长江] -> [愉悦/开心],Positive,愉悦/开心; 惊叹/敬畏,中/一般,否,中山码头; 长江大桥
[南京长江大桥] -> [敬佩],Positive,自豪/归属感; 敬佩,强/高,否,浦口火车站
[蓝调时刻] -> [浪漫]; [日落] -> [愉悦],Positive,愉悦/开心; 浪漫,强/高,否,
[电影胶片故事感] -> [敬畏/惊叹],Positive,愉悦/开心; 敬畏/惊叹,中/一般,否,无法判断
,Neutral,,中/一般,否,鼓楼滨江; 幕燕风光带
[破晓感光线] -> [愉悦/开心],Positive,愉悦/开心; 怀旧/温馨,强/高,否,长江大桥
[百年老站焕新归来] -> [自豪/归属感],Positive,自豪/归属感; 怀旧/温馨,强/高,否,长江大桥玻璃栈道; 下关滨江商务区综合执法站
[落日余晖] -> [敬畏/惊叹]; [晚风与芦苇] -> [舒适/安全],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹; 舒适/安全,强/高,否,
,Positive,愉悦/开心,中/一般,否,下关滨江商务区; 南京西站; 郭家山机辆设施; 江望润府; 滨江0227地块
[朱自清写《背影》之地] -> [自豪/归属感],Positive,怀旧/温馨; 自豪/归属感,中/一般,否,南堡公园; 大桥公园; 下关火车主题公园; 民国海军医院旧址
,Positive,怀旧/温馨; 敬佩/惊叹,中/一般,否,浦口火车站
[桂花香] -> [温馨]; [江边玩水场景] -> [怀旧],Positive,放松/平静; 舒适/安全; 怀旧/温馨,中/一般,否,下关火车主题园; 长江大桥
,,,,,
[完美落日] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,强/高,否,浦口火车站
[盛开的美人梅] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,中/一般,否,浦口火车站
[长江大桥玻璃栈道] -> [愉悦/开心],Positive,愉悦/开心; 浪漫/爱慕,强/高,否,挹江门; 仪凤门; 下关火车主题公园; 长江
[蒸汽机车头] -> [兴趣/好奇],Positive,自豪/归属感; 兴趣/好奇,中/一般,否,
,Neutral,,弱/低,否,滨江公园
[滨江遛狗体验] -> [喜爱],Positive,惊讶; 喜爱,强/高,是（未知->积极）,江北新区滨江风光带; 江北新区公共工程建设中心
[橘子海日落] -> [治愈/惊叹],Positive,愉悦/开心; 放松/平静; 敬畏/惊叹; 兴趣/好奇,强/高,否,长江大桥玻璃栈道
[夕阳] -> [治愈/敬畏]; [江豚] -> [惊喜/惊叹],Positive,愉悦/开心; 敬畏/惊叹; 兴趣/好奇,中/一般,否,下关火车主题公园; 南京铁路轮渡栈桥旧址
[夕阳、松树、礁石、江景] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,强/高,否,大唐南京电厂; 下关电厂; 马渡村新厂区; 恒大滨江; 下关电厂旧址口袋公园
[江水声] -> [怀旧/温馨],Positive,放松/平静; 愉悦/开心; 怀旧/温馨,中/一般,否,鼓楼滨江
[南京电业局下关电厂死难工人纪念碑] -> [敬重],Neutral,敬重,中/一般,否,101明潮里; 金陵墙; 下关墙; 阅江楼; 中山码头; 民国首都电厂旧址公园; 江豚观测点; 民国海军医院旧址; 下关火车主题公园; 南京长江大桥玻璃栈道
[开阔江景] -> [放松/平静],Positive,愉悦/开心; 放松/平静,中/一般,否,中山码头; 浦口码头; 铁路轮渡栈桥旧址; 南京长江大桥; 玻璃栈道; 江豚观赏地
[绝美日落] -> [愉悦/开心]; [大桥灯光] -> [浪漫氛围],Positive,愉悦/开心; 敬畏/惊叹; 自豪/归属感,中/一般,否,扬子江公园; 浦口火车站; 浦口码头; 中山码头; 下关火车主题公园
[风景不错] -> [愉悦/开心],Positive,愉悦/开心; 放松/平静,中/一般,否,中山码头; 浦口码头; 浦口火车站; 民国首都电厂旧址; 江豚观赏地; 大马路
[长江大桥全景] -> [兴趣/好奇],Positive,愉悦/开心; 兴趣/好奇,中/一般,否,民国首都电厂旧址公园
[越来越红的落日] -> [期待],Negative,失望; 遗憾,中/一般,否,南京西站; 下关火车主题公园
