关系抽取_RE_Cognitive_Emotion
[配套比较全] -> [舒适/安全]; [小区较老] -> [兴趣/好奇]
[绝美落日] -> [愉悦/开心]; [chill感受] -> [放松/平静]
[历史感] -> [怀旧/温馨]; [文学联想] -> [敬佩/惊叹]
[好看] -> [愉悦/开心]
[最美江岸线] -> [愉悦/开心]; [生态感] -> [惊叹/敬畏]
[开阔/壮观] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[浪漫氛围] -> [愉悦/开心]
[开阔视野] -> [放松/平静]; [历史回忆] -> [怀旧/温馨]
[好看] -> [愉悦/开心]; [橘子海日落] -> [敬畏/惊叹]
[橘子日落很美] -> [愉悦/开心]; [影视取景地] -> [文艺感]
[浪漫氛围] -> [愉悦/开心]; [宁静时刻] -> [放松/平静]; [壮观落日] -> [敬畏/惊叹]
[独特] -> [愉悦/开心]; [震撼] -> [敬畏/惊叹]
[怀旧氛围] -> [怀旧/温馨]; [晚霞景观] -> [愉悦/开心]
[宁静夜晚] -> [放松/平静]
[性价比高] -> [愉悦/开心]; [交通便捷] -> [放松/平静]
[放松氛围] -> [放松/平静]; [计划再来] -> [兴趣/好奇]
[文艺氛围] -> [愉悦/开心]; [历史感] -> [怀旧/温馨]; [最佳机位] -> [敬畏/惊叹]
[处处景] -> [敬畏/惊叹]; [心沉溺] -> [放松/平静]
[原生态风貌] -> [怀旧/温馨]; [开发停滞与市场搬迁] -> [悲伤/失望]
[雄伟壮观] -> [敬畏/惊叹]; [优美风景] -> [愉悦/开心]
[吸引眼球] -> [愉悦/开心]
[平静的江边氛围] -> [放松/平静]; [火车穿梭场景] -> [愉悦/开心]
[票价低廉] -> [兴趣/好奇]
[美不胜收] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[有历史感] -> [敬畏/惊叹]; [有设计感] -> [兴趣/好奇]
[性价比高] -> [愉悦/开心]; [海滨城市般氛围] -> [放松/平静]
[夜景完美] -> [愉悦/开心]; [沿江走走] -> [放松/平静]
[登高望远] -> [愉悦/开心]; [机械风建筑] -> [兴趣/好奇]
[浪漫氛围] -> [愉悦/开心]; [绝美景观] -> [敬畏/惊叹]
[文艺] -> [兴趣/好奇]; [有故事] -> [怀旧/温馨]
[恢宏气势] -> [敬畏/惊叹]; [自然野生感] -> [放松/平静]
[香到冒泡] -> [愉悦/开心]; [推荐蒜泥和干煸口味] -> [兴趣/好奇]
[承载中国几代人的特殊情感与记忆] -> [怀旧/温馨]; [新中国技术成就与现代化的象征] -> [自豪/归属感]
[课本里提到的地方] -> [愉悦/开心]
[浪漫氛围] -> [愉悦/开心]; [放松环境] -> [放松/平静]
[文艺氛围] -> [愉悦/开心]; [悠闲时光] -> [放松/平静]
[典雅] -> [愉悦/开心]; [适合拍照] -> [自豪/归属感]
[推荐拍摄点] -> [兴趣/好奇]
[怀旧氛围] -> [愉悦/开心]; [教育意义] -> [怀旧/温馨]
[宜居] -> [自豪/归属感]; [景色优美] -> [愉悦/开心]; [历史文化底蕴] -> [敬畏/惊叹]
[治愈] -> [愉悦/开心]; [舒服] -> [放松/平静]
[复古设计] -> [怀旧/温馨]; [视野开阔] -> [放松/平静]
[历史感] -> [怀旧/温馨]; [家庭氛围] -> [自豪/归属感]
[复古工业风] -> [兴趣/好奇]; [超级出片] -> [愉悦/开心]
[深厚人文气息] -> [怀旧/温馨]; [拍照出片] -> [愉悦/开心]
[文艺范] -> [愉悦/开心]; [有文化底蕴] -> [敬畏/惊叹]
[遇到对的人] -> [幸福]
[夜晚景观有特色] -> [兴趣/好奇]; [夜晚氛围不同] -> [愉悦/开心]
[画面更加生动] -> [愉悦/开心]
[浪漫氛围] -> [放松/平静]; [橘子海] -> [愉悦/开心]
[夜景灯光] -> [兴趣/好奇]; [拥挤人群] -> [失望/悲伤]
[现代极简风格] -> [满意]; [实用改造] -> [满意]
[恢弘大气] -> [敬畏/惊叹]; [有历史感] -> [自豪/归属感]
[适合拍照] -> [兴趣/好奇]; [日落美景] -> [愉悦/开心]
[支付便捷] -> [舒适/安全]
[位置隐蔽] -> [好奇]
[适合拍照] -> [兴趣/好奇]; [公园难走] -> [挫败/烦恼]
[被滥用] -> [厌恶]; [最假] -> [失望/悲伤]
[怀旧电影般] -> [愉悦/开心]; [历史见证] -> [敬佩/惊叹]
[放松氛围] -> [放松/平静]; [简单快乐] -> [愉悦/开心]
[江边风景超好] -> [愉悦/开心]; [浪漫氛围] -> [放松/平静]
[认为2元花费物超所值] -> [愉悦/开心]
[历史文化氛围] -> [敬佩/惊叹]; [网红打卡地] -> [愉悦/开心]
[美美哒] -> [愉悦/开心]; [适合拍照] -> [放松/平静]
[美美的夕阳] -> [愉悦/开心]; [红色教育] -> [敬畏/惊叹]
[浪漫氛围] -> [愉悦/开心]; [宁静放松] -> [放松/平静]
[惬意氛围] -> [放松/平静]; [怀旧联想] -> [愉悦/开心]
[能看到江上落日] -> [愉悦/开心]; [夜景漂亮] -> [放松/平静]
[复古氛围] -> [怀旧/温馨]; [橘子味的晚霞] -> [愉悦/开心]; [江风拂面] -> [放松/平静]
[浪漫氛围] -> [愉悦/开心]; [历史意义] -> [敬畏/惊叹]
[大片既视感] -> [愉悦/开心]; [艺术氛围浓厚] -> [兴趣/好奇]
[怀旧氛围] -> [怀旧/温馨]; [文艺气息] -> [敬佩/惊叹]
[适合打卡拍照] -> [愉悦/开心]; [有文化底蕴] -> [兴趣/好奇]
[治愈氛围] -> [治愈/敬畏]; [视觉美感] -> [愉悦/开心]
[服务便利性] -> [舒适/安全]
[松弛感] -> [放松/平静]; [民国气息] -> [怀旧/温馨]
[视野开阔] -> [愉悦/开心]; [有历史感] -> [放松/平静]
[历史感] -> [怀旧]
[民族自信象征] -> [自豪/归属感]
[很好看] -> [愉悦/开心]; [观日落] -> [放松/平静]
[视野开阔] -> [愉悦/开心]; [城市天际线] -> [敬畏/惊叹]
[适合富士拍照] -> [兴趣/好奇]; [很出片] -> [愉悦/开心]
[新奇体验] -> [好奇/兴趣]; [家庭出行] -> [愉悦/开心]
[浪漫治愈] -> [愉悦/开心]; [安静] -> [放松/平静]; [过去的样子] -> [怀旧/温馨]
[风景绝了] -> [愉悦/开心]; [绝佳机位] -> [放松/平静]
[不错的夕阳] -> [愉悦/开心]; [适合拍照] -> [放松/平静]
[视角限制] -> [挫败/烦恼]; [成功拍摄部分景观] -> [兴趣/好奇]
[超级出片] -> [愉悦/开心]; [光线美] -> [敬畏/惊叹]
[乐趣无穷] -> [愉悦/开心]; [绝美日落] -> [愉悦/开心]
[历史文化底蕴] -> [兴趣/好奇]; [居住条件改善预期] -> [期待/憧憬]
[时代丰碑] -> [自豪/归属感]; [文化地标] -> [敬畏/惊叹]
[历史文化氛围] -> [兴趣/好奇]; [历史沧桑感] -> [敬佩/赞叹]
[价格低廉] -> [愉悦/开心]
[电影质感] -> [兴趣/好奇]; [粉色穹顶] -> [愉悦/开心]
[有历史感] -> [敬佩/惊叹]; [文化氛围浓厚] -> [好奇/兴趣]
[有历史感] -> [怀旧/温馨]; [能映出落日晚霞] -> [敬畏/惊叹]
[惊喜和感动] -> [愉悦/开心]; [治愈暖人] -> [放松/平静]
[可以畅行无阻] -> [期待]
[震撼] -> [敬畏/惊叹]; [壮观] -> [愉悦/开心]
[有文化底蕴] -> [无明显情感]
[月景有美感] -> [兴趣/好奇]; [需要创意拍摄] -> [平静接受]
[性价比高] -> [愉悦/开心]; [ins风设计] -> [兴趣/好奇]
[历史厚重感] -> [敬畏/惊叹]; [带回二十多年前记忆] -> [怀旧/温馨]
[好chill] -> [放松/平静]; [出片] -> [愉悦/开心]
[令人害怕] -> [焦虑/害怕]; [适合拍照] -> [兴趣/好奇]
[绝美落日] -> [愉悦/开心]; [时间变慢] -> [放松/平静]
[像在度假一样] -> [愉悦/开心]; [放松] -> [放松/平静]
[令人向往] -> [愉悦/开心]; [壮丽] -> [敬畏/惊叹]
[危险场景] -> [担忧]; [历史意义] -> [兴趣]
[怀旧氛围] -> [怀旧/温馨]; [回忆童年] -> [放松/平静]
[小家伙越长越大] -> [愉悦/开心]; [活泼可爱] -> [喜爱]
[民族工业象征] -> [自豪/归属感]; [抗战记忆] -> [敬佩/敬仰]
[光影绝美] -> [愉悦/开心]; [民国风格] -> [兴趣/好奇]
[怀旧氛围] -> [怀旧/温馨]; [回忆逝去时光] -> [悲伤/失望]
[适合打卡] -> [兴趣/好奇]; [灯光景观美丽] -> [愉悦/开心]
[有历史感] -> [怀旧/温馨]; [壮观江景] -> [愉悦/开心]
[文艺风格] -> [愉悦/开心]; [岁月感] -> [自豪/归属感]
[熟悉感] -> [愉悦/开心]
[高档氛围] -> [惊叹/敬畏]; [风景宜人] -> [愉悦/开心]
[有象征意义] -> [自豪/归属感]
[浪漫氛围] -> [愉悦/开心]; [独特氛围] -> [浪漫]
[电影美感] -> [愉悦/开心]; [故事感] -> [敬畏/惊叹]
[鼓楼低密地块] -> [市场吸引力]
[怀旧氛围] -> [怀旧/温馨]; [光线太好了] -> [愉悦/开心]
[见证变迁的历史感] -> [自豪/归属感]; [朱自清父爱故事] -> [怀旧/温馨]
[浪漫氛围] -> [愉悦/开心]; [波光粼粼江面] -> [放松/平静]
[有趣/幽默] -> [愉悦/开心]
[有历史感] -> [怀旧/温馨]; [有文化底蕴] -> [自豪/归属感]
[有文化底蕴] -> [敬佩/惊叹]; [有故事] -> [怀旧/温馨]
[一切刚刚好] -> [舒适/安全]; [回忆乐山玩水] -> [怀旧/温馨]
[完美落日] -> [愉悦/开心]; [人少] -> [放松/平静]
[赏花踏青场所] -> [愉悦/开心]; [滨江美景] -> [放松/平静]
[太好看了] -> [愉悦/开心]; [氛围] -> [浪漫/爱慕]
[火车文化浓郁] -> [自豪/归属感]; [奋斗拼搏展示] -> [兴趣/好奇]
[有历史感] -> [怀旧/温馨]
[适合遛狗] -> [喜爱]
[绝美景色] -> [愉悦/开心]; [治愈描述] -> [放松/平静]
[有历史感] -> [兴趣/好奇]; [浪漫氛围] -> [愉悦/开心]
[超级chill] -> [放松/平静]; [绝美落日] -> [愉悦/开心]
[闲散氛围] -> [放松/平静]; [完整生命周期的落日] -> [愉悦/开心]
[纪念意义] -> [敬重]
[出片] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[有历史感] -> [自豪/归属感]; [绝美日落] -> [愉悦/开心]
[风景不错] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[体验不错] -> [愉悦/开心]; [视野开阔] -> [兴趣/好奇]
[落日美景预期未达成] -> [失望]; [人群拥挤] -> [遗憾]
[对城市规模和记忆的抽象认知] -> [怀旧/悲伤]
[独一无二的风光] -> [愉悦/开心]; [氛围融洽] -> [愉悦/开心]
[改变憋闷心境] -> [放松/平静]; [美极了] -> [愉悦/开心]
[风景和视野非常棒] -> [愉悦/开心]; [民国铁路轮渡历史] -> [怀旧/温馨]
[超级出片] -> [愉悦/开心]; [hin惬意] -> [放松/平静]
[好看景色] -> [愉悦/开心]; [历史感] -> [敬畏/惊叹]
[出片] -> [愉悦/开心]; [浪漫氛围] -> [放松/平静]
[优秀民国建筑] -> [好奇]; [无法参观] -> [遗憾]
[宁静氛围] -> [放松/平静]; [开阔江景] -> [愉悦/开心]
[出片率高] -> [愉悦/开心]; [适合亲子] -> [放松/平静]
[历史典故] -> [放松/平静]; [拍拍照挺好的] -> [愉悦/开心]
[风景太美] -> [愉悦/开心]
[有幸拍到] -> [愉悦/开心]; [江豚花样表演] -> [惊喜]
[课本照进现实] -> [自豪/归属感]; [有历史感] -> [敬畏/惊叹]
[摄影体验受限于设备性能] -> [失望/悲伤]
[有趣氛围] -> [兴趣/好奇]
[观赏价值] -> [期待]
[有历史感] -> [敬重/严肃]
[不方便] -> [挫败/烦恼]; [找不到水] -> [焦虑/害怕]; [体验差] -> [悲伤/失望]
[适合散步] -> [放松/平静]; [分享心情] -> [舒适/安全]
[浪漫氛围] -> [愉悦/开心]; [宁静环境] -> [放松/平静]
[有文化底蕴] -> [中性情感]
[有历史感] -> [怀旧/温馨]; [有文化底蕴] -> [敬佩/惊叹]
[回到热火朝天的年代] -> [自豪/归属感]; [成片最满意] -> [愉悦/开心]
[适合摄影创作] -> [兴趣/好奇]; [对摄影效果满意] -> [自豪/归属感]
[历史穿越感] -> [怀旧/温馨]; [建筑精致] -> [敬畏/惊叹]
[最美的江边夕阳] -> [愉悦/开心]; [旧时光氛围浓厚] -> [怀旧/温馨]
[温柔江水] -> [放松/平静]; [极致浪漫氛围] -> [愉悦/开心]; [江边晚霞] -> [敬畏/惊叹]
[摄影价值认可] -> [愉悦/开心]; [审美取向表达] -> [兴趣/好奇]
[氛围情绪感] -> [愉悦/开心]; [自然感] -> [放松/平静]
[有历史感] -> [自豪/归属感]; [适合复古工业风拍摄] -> [兴趣/好奇]
[有历史感] -> [怀旧/温馨]; [舒适骑行] -> [放松/平静]
[有设计感] -> [兴趣/好奇]; [有历史感] -> [愉悦/开心]
[独特魅力] -> [愉悦/开心]; [展现个人魅力] -> [自豪/归属感]
[有历史感] -> [兴趣/好奇]
[景色优美] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[好看] -> [愉悦/开心]; [安全] -> [放松/平静]
[有文化底蕴] -> [自豪/归属感]; [有故事] -> [怀旧/温馨]
[有氛围感] -> [愉悦/开心]; [纪念意义] -> [兴趣/好奇]
[文学记忆关联] -> [Neutral]
[很治愈] -> [放松/平静]; [有特色] -> [兴趣/好奇]; [食物美味] -> [愉悦/开心]
[有历史感] -> [中性]
[适合拍照] -> [愉悦/开心]; [很舒适] -> [放松/平静]
[温柔] -> [放松/平静]; [浪漫] -> [愉悦/开心]
[历史厚重感] -> [敬畏/惊叹]; [文艺气息] -> [愉悦/开心]; [开阔视野] -> [兴趣/好奇]
[精致] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[怀旧氛围] -> [怀旧/温馨]; [出片场景] -> [愉悦/开心]
[开阔景观] -> [愉悦/开心]; [历史建筑] -> [敬畏/惊叹]
[怀旧氛围] -> [怀旧/温馨]
[视野开阔] -> [愉悦/开心]; [震撼] -> [敬畏/惊叹]
[充满回忆] -> [怀旧/温馨]; [充满惊喜] -> [愉悦/开心]
[温柔的橙色天空] -> [愉悦/开心]; [江风拂面] -> [放松/平静]
[民国风建筑] -> [愉悦/开心]; [长江日落] -> [敬畏/惊叹]
[历史价值] -> [自豪]; [大桥公园关闭] -> [失望]
[视觉协调] -> [兴趣/好奇]; [窗户锁了] -> [挫败/烦恼]
[好拍] -> [愉悦/开心]; [轻松氛围] -> [放松/平静]
[春天的美好] -> [愉悦/开心]; [五感体验] -> [兴趣/好奇]
[历史文化价值] -> [怀旧/温馨]; [父子情深故事] -> [敬佩/感动]
[漂亮景观] -> [愉悦/开心]; [爱国象征] -> [自豪/归属感]
[加深对城市的理解] -> [兴趣/好奇]
[随手一拍就是大片既视感] -> [愉悦/开心]; [氛围感强] -> [兴趣/好奇]
[开阔江景] -> [愉悦/开心]; [民国建筑有历史感] -> [放松/平静]
[生态美感] -> [愉悦/开心]; [自然野趣] -> [敬畏/惊叹]
[漂亮] -> [愉悦/开心]
[有回忆] -> [怀旧/温馨]; [日落美景] -> [愉悦/开心]
[舒适/惬意] -> [舒适/安全]
[好看/出片] -> [愉悦/开心]; [放松氛围] -> [放松/平静]
[环境精致] -> [舒适/安全]; [性价比高] -> [愉悦/开心]
[战备电厂] -> [ Neutral ]; [工业遗产] -> [ Neutral ]
[有历史意义] -> [敬畏/惊叹]; [有象征意义] -> [自豪/归属感]
[幸福感爆棚] -> [愉悦/开心]; [舒适的座椅] -> [舒适/安全]
[复古风格] -> [兴趣/好奇]; [适合拍照] -> [愉悦/开心]
[复古文艺范] -> [兴趣/好奇]; [有历史感] -> [放松/平静]
[有文化底蕴] -> [兴趣/好奇]; [霸气] -> [愉悦/开心]
[心情好] -> [愉悦/开心]
[出片] -> [兴趣/好奇]; [适合拍照] -> [愉悦/开心]
[有历史感] -> [平静]
[店铺突然关闭] -> [失望]; [排队现象减少] -> [担忧]
[出片] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[浪漫氛围] -> [愉悦/开心]
[有趣] -> [愉悦/开心]; [新奇] -> [兴趣/好奇]
[慵懒的午后] -> [放松/平静]; [码头文化] -> [怀旧]
[宁静氛围] -> [放松/平静]; [浪漫视觉景观] -> [愉悦/开心]
[历史文化沉淀] -> [怀旧/温馨]; [文学记忆] -> [敬佩/惊叹]
[治愈氛围] -> [放松/平静]; [怀旧感] -> [怀旧/温馨]
[美] -> [敬畏/惊叹]; [文化象征] -> [自豪/归属感]
[风情不减] -> [愉悦/开心]; [长河落日圆] -> [敬畏/惊叹]
[好看] -> [愉悦/开心]; [出片] -> [愉悦/开心]; [放松] -> [放松/平静]
[有文化底蕴] -> [自豪/归属感]; [有故事] -> [兴趣/好奇]
[巨出片] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[出片] -> [愉悦/开心]
[浪漫氛围] -> [愉悦/开心]; [惬意舒服] -> [放松/平静]
[太美了] -> [愉悦/开心]; [人少宁静] -> [放松/平静]
[历史厚重感] -> [怀旧/温馨]; [下关区消失] -> [悲伤/失望]
[出片] -> [兴趣/好奇]; [疫情期间不给上去] -> [遗憾/失望]
[文艺感] -> [愉悦/开心]; [历史厚重感] -> [敬畏/惊叹]
[宁静氛围] -> [放松/平静]; [怀旧场景] -> [怀旧/温馨]
[适合拍摄人文] -> [兴趣/好奇]; [视觉美感强] -> [愉悦/开心]
[出片质量高] -> [愉悦/开心]; [轻松氛围] -> [放松/平静]
[视野开阔] -> [愉悦/开心]
[视觉冲击强烈] -> [惊叹]; [历史感] -> [怀旧/温馨]
[民国风] -> [兴趣/好奇]; [有氛围感] -> [放松/平静]
[开阔自然氛围] -> [放松/平静]; [儿童玩耍] -> [愉悦/开心]
[壮丽景色] -> [敬畏/惊叹]; [美丽景色] -> [愉悦/开心]
[城市记忆] -> [怀旧/温馨]; [民族工业发展] -> [自豪/归属感]
[浪漫氛围] -> [愉悦/开心]; [惬意感受] -> [放松/平静]
[吹散烦恼] -> [放松/平静]; [来劲] -> [愉悦/开心]
[永恒] -> [浪漫/温馨]
[自然的美好] -> [愉悦/开心]; [浪漫氛围] -> [放松/平静]
[怀旧氛围] -> [怀旧/温馨]; [影视金曲] -> [愉悦/开心]
[有故事] -> [兴趣/好奇]; [有回忆] -> [怀旧/温馨]
[唯美画面] -> [愉悦/开心]; [浪漫氛围] -> [放松/平静]; [怀旧元素] -> [兴趣/好奇]
[出片] -> [愉悦/开心]; [宁静氛围] -> [放松/平静]
[怀旧氛围] -> [怀旧/温馨]; [宁静氛围] -> [放松/平静]
[江豚出现表明生态环境改善] -> [惊喜]
[电影感] -> [愉悦/开心]; [浪漫氛围] -> [放松/平静]; [长江美景] -> [敬畏/惊叹]
[无敌江景] -> [愉悦/开心]; [豪华装修] -> [舒适/安全]
[人群增多] -> [热闹感]; [保持传统特色] -> [舒适/安全]
[独特江畔景观] -> [愉悦/开心]; [历史回忆] -> [怀旧/温馨]
[有历史感] -> [怀旧/温馨]; [橘子海落日] -> [愉悦/开心]; [江风吹拂] -> [放松/平静]
[历史意义] -> [中性情感]
[风景顶美] -> [愉悦/开心]; [放松氛围] -> [放松/平静]
[文艺感拉满] -> [愉悦/开心]; [历史意义] -> [敬畏/惊叹]
[有电影感] -> [愉悦/开心]; [文艺氛围] -> [兴趣/好奇]
[浪漫氛围] -> [愉悦/开心]; [绝美景观] -> [愉悦/开心]
[惬意] -> [放松/平静]
[好chill] -> [放松/平静]; [美哭] -> [愉悦/开心]
[出片] -> [愉悦/开心]
[好看/出片] -> [愉悦/开心]; [宁静] -> [放松/平静]
[适合休闲放松] -> [放松/平静]
[适合拍照] -> [愉悦/开心]; [新开通] -> [兴趣/好奇]
[遗憾未等到日落] -> [遗憾/失望]; [欣赏阴天的美] -> [欣赏]
[花絮很美] -> [愉悦/开心]
[很出片] -> [愉悦/开心]; [浪漫氛围] -> [放松/平静]
[便捷的交通] -> [愉悦/开心]
[历史关联] -> [兴趣/好奇]; [文学联系] -> [自豪/归属感]
[出片神器] -> [愉悦/开心]; [江边浪漫氛围] -> [放松/平静]
[美好] -> [愉悦/开心]
[适合拍照] -> [愉悦/开心]; [历史故事] -> [兴趣/好奇]
[回忆满满] -> [怀旧/温馨]
[历史厚重感] -> [敬畏/惊叹]; [沧桑感] -> [怀旧/温馨]
[缺乏历史真实感] -> [厌恶]; [纯商业项目] -> [挫败/烦恼]
[治愈] -> [放松/平静]; [拍照好看] -> [愉悦/开心]
[价格实惠] -> [愉悦/开心]
[舒服] -> [放松/平静]
