关系抽取_RE_Spatial_Cognitive
[锦绣江山花园] -> [配套比较全]; [锦绣江山花园] -> [小区较老]
[八九十年代风格街区] -> [怀旧氛围]; [浦口码头] -> [与朱自清《背影》关联]
[古老火车; 废旧铁轨; 怀旧车站] -> [年代电影感; 氛围感十足]
[梧桐大道] -> [坠美]; [玄武湖落日] -> [氛围感封神]
[玻璃栈道] -> [灯光很好看]; [人群走向] -> [跟着人群走就好啦]
[滨江集市] -> [好看]; [巴胺风格设计] -> [适合拍照]
[鼓楼滨江] -> [秋意正当时]; [铁路遗迹] -> [迷蒙幻影]
[复古绿皮轮渡] -> [穿越回1928年]; [工业废墟风江景] -> [自带电影滤镜]; [长江大桥日落] -> [镀上金边]
[绿皮火车] -> [很出片]; [芦苇] -> [很出片]
[中山码头] -> [十分美丽]; [京艺术中心] -> [审美布局超级好看]
[轮渡] -> [票价低廉]; [船尾观景区] -> [视野更开阔]
[下关火车主题街区] -> [太美了]; [江风] -> [舒服]
[南京北站] -> [充满历史情怀]; [轮渡] -> [路线清晰]
[滨江大道] -> [路线清晰]; [滨江大道] -> [适合骑行]
[装修风格] -> [非常有格调]; [灯光色调] -> [非常喜欢]
[下关火车主题园] -> [浪漫]; [日落与晚霞] -> [治愈]
[小红楼] -> [有历史感]; [民国复古风咖啡厅] -> [繁花感拉满]; [空中花园] -> [浪漫]
[轮渡] -> [支付便捷]; [观景台] -> [视野开阔]
[长江大桥] -> [地标意义]; [南堡公园] -> [出片]
[下关西火车站] -> [有历史感]; [日落] -> [美哭]
[民国首都电厂旧址公园] -> [免费开放]; [历史陈列馆] -> [多媒体展示技术]
[浦口火车站旧址] -> [历史氛围]; [《背影》雕塑] -> [文学联想]; [大马路市集] -> [市井热闹]
[长江大桥] -> [路线单一]; [玻璃栈道] -> [能欣赏长江大桥全貌和日落]
[晚霞与天光水影] -> [不停变换]; [轮渡航线] -> [路线清晰]
[中山码头渡轮服务] -> [渡轮时间安排不合理]; [浦口民国建筑] -> [有设计感/文艺感]
[渡轮] -> [支付方式便捷]; [分层设计] -> [功能分区明确]
[玻璃栈道] -> [坠佳观赏晚霞大桥江景火车]; [景观桥灯光] -> [浪漫氛围]
[下关火车主题公园] -> [适合不同时间段拍摄]; [叉路口] -> [重要摄影点]
[船上观日落] -> [很美]; [VIP座] -> [超漂亮]
[绿皮火车] -> [充满历史感]; [旧栈桥遗址] -> [充满历史感]
[瞰景小高层] -> [看景视野好]
[中山码头] -> [具有休闲价值]
[轮渡] -> [票价便宜]; [三层甲板] -> [太美了]
[下关火车主题公园] -> [适合观赏落日]; [落日] -> [美丽]
[长江日落] -> [浪漫]; [玻璃栈道] -> [视野开阔]
[滨江风光带] -> [路线清晰]; [废弃火车] -> [有历史感]
[废弃楼房] -> [变迁感]; [长江航道局] -> [怀旧感]
[轮渡] -> [包出片]; [鲸鱼雕塑] -> [儿童喜爱]
[浦口火车站] -> [好看/出片]; [复古工业风] -> [有设计感]
[空置商业] -> [压抑氛围]; [上下楼梯] -> [路线不清晰]
[网红亲水玻璃栈桥] -> [有设计感]; [落日晚霞] -> [很美]
[书店; 餐吧; 文创] -> [设施齐全]; [出片效果] -> [视觉美感]
[浦口火车站] -> [民国风格]; [民国风服饰] -> [出片]
[下关火车主题园] -> [有历史感]
[轮渡] -> [能看到日落橘子海]; [观景台] -> [视野开阔]; [火车厢] -> [适合拍照]
[浦口火车站旧址] -> [有文化底蕴]; [围蔽状态] -> [参观受限]
[南京长江大桥] -> [太好看了]
[火车道围起来] -> [未开放]; [扬子江生态公园] -> [最美江岸线]
[滨江景观绿道] -> [路线清晰]; [长江大桥] -> [开阔/壮观]
[夕阳、轮船、长江、火车、大桥] -> [浪漫的傍晚时分]
[长江大桥] -> [有历史厚重感]; [引桥和楼梯] -> [路线清晰]
[玻璃栈道] -> [路线清晰]; [江边日落] -> [出片]
[百年轮渡] -> [有历史感]; [橘子日落] -> [很美]
[长江大桥] -> [观赏全景绝佳地]; [绿道] -> [环绕景观优美]; [夜景灯光] -> [浪漫]
[炼油厂灯光] -> [独特]; [工业风] -> [震撼]
[长江大桥] -> [有历史感]; [工业风建筑] -> [协调/突兀]
[地铁系统] -> [路线清晰]; [步行可达] -> [交通便捷]
[轮渡] -> [功能实用但频次低]; [绿皮火车] -> [无特别吸引力]
[中山码头] -> [文艺]; [民国首都电厂旧址公园] -> [有历史感]; [玻璃栈桥] -> [最佳机位]
[长江] -> [处处景]; [长江大桥] -> [可以看远处]
[大烟囱] -> [滨江风光带的遗憾]; [老电厂遗址] -> [开发停滞]
[玻璃栈道] -> [出片]; [长江大桥] -> [雄伟壮观]
[粉色小卖部] -> [走不动路]
[晚霞与云彩] -> [视觉美感]; [玻璃栈道夜景] -> [氛围感强]
[轮渡] -> [票价低廉]
[夕阳的余晖] -> [如画卷般美丽]; [长江波光粼粼] -> [美不胜收]
[101明潮里] -> [有设计感]; [海军军械实习工厂旧址] -> [有历史感]
[轮渡服务] -> [2元性价比高]; [靠窗位置] -> [风景OK]
[南京长江大桥] -> [夜景完美]; [夕阳] -> [美丽]
[轮渡] -> [功能完善]; [登山路台阶] -> [差点累死]; [机械风建筑] -> [设计感]
[公交线路] -> [路线清晰]
[南京长江大桥] -> [历史与现代完美交织]; [蓝调天际线] -> [绝美]
[浦口火车站] -> [文艺]; [浦口火车站] -> [有故事]
[野生感的洲头公园] -> [自然野生感]; [礁石和灯光] -> [有氛围]
[靠近中山码头] -> [位置描述清晰]
[长江大桥] -> [标志性建筑]; [长江大桥] -> [新金陵四十八景之一]; [长江大桥] -> [承载中国几代人的特殊情感与记忆]
[长江大桥] -> [课本里提到的地方]
[中山码头] -> [浪漫]; [轮渡] -> [出片]
[梧桐树] -> [电影感]; [颐和书馆] -> [惬意舒适]
[古城墙] -> [典雅]; [木绣球] -> [适合拍照]
[南京南站; 下关火车主题公园; 百家湖1912; 夫子庙东园桥] -> [推荐拍摄点]
[绿皮火车] -> [时光倒流三十年]; [民国历史风格建筑] -> [历史感]
[长江一线江景] -> [景色优美]; [低密豪宅区] -> [宜居]; [历史遗址] -> [历史文化底蕴]
[落日] -> [好看/出片]; [江风] -> [舒服]
[绿皮火车] -> [复古设计]; [滨江风光] -> [视野开阔]; [烧烤香味] -> [很香]
[长江大桥] -> [宏伟]; [主题公园设计] -> [设计不错]; [广播讲解] -> [历史感]
[下关火车主题公园] -> [年代感满满]; [铁路轮渡栈桥旧址] -> [复古工业风]; [浦口火车站长廊] -> [超级出片]
[铁轨和老站房] -> [非常出片]; [老浦口火车站] -> [深厚人文气息]
[老式英式建筑] -> [文艺范]; [红色大屋顶和米黄色外墙] -> [建筑美观]
[桥下] -> [夜晚景观有特色]
[云雾] -> [画面更加生动]
[轮渡] -> [可观赏日落]; [橘子海] -> [很美]
[玻璃栈道] -> [玻璃桥上的风景不如南堡公园]; [夜景灯光] -> [最好看]
[鼓楼滨江风光带] -> [景观非常好]; [高层公寓] -> [景观非常好]
[长江大桥] -> [雄伟; 天堑变通途]
[轮渡] -> [适合拍照]; [三层甲板] -> [限制人数]
[中山码头] -> [支付便捷]; [停车场] -> [停车方便]
[碉堡] -> [位置隐蔽]; [射击口对着江面] -> [历史感]
[轮渡] -> [视野差]; [老火车站] -> [适合拍照]
[背影咖啡] -> [被滥用]; [浦口火车站] -> [最假]
[民国建筑] -> [优雅]; [斑驳的墙壁] -> [历史的沧桑]
[滨江骑行栈桥] -> [路线清晰]; [江面波光粼粼] -> [美丽]
[下关火车主题公园] -> [江边风景超好]; [江豚观赏地] -> [浪漫]; [中山码头] -> [很出片]
[浦口火车站] -> [浓郁历史文化氛围]; [大马路街区] -> [修旧如旧]
[中山码头] -> [美美哒]; [浦口火车站] -> [适合拍照]
[轮渡] -> [美美的夕阳]; [白鹭洲灯会] -> [一如既往的好看]
[南京长江大桥] -> [浪漫日落]; [南堡公园玻璃栈道] -> [蓝调时刻]
[长江大桥] -> [有年代感]; [地铁站走向玻璃栈道路段] -> [生活气息]
[长江大桥夜景] -> [漂亮]; [轮渡] -> [能看到江上落日]
[百年轮渡] -> [复古氛围]; [浦口火车站旧址] -> [民国记忆]; [码头落日观景台] -> [浪漫值拉满]
[长江大桥] -> [既是历史丰碑又是摄影天堂]; [玻璃栈道] -> [五彩斑斓]; [桥头堡雕塑] -> [工业美学]
[破茧装置] -> [装置艺术感十足]; [共生画廊] -> [艺术氛围浓厚]
[民国站台] -> [历史感强]; [铁路轮渡旧址] -> [有文化底蕴]
[7-11江边路店] -> [路线清晰]
[轮渡] -> [路线清晰]; [浦口近代建筑风貌区] -> [适合打卡拍照]
[轮渡] -> [出片]; [橘子海] -> [治愈感]
[轮渡设施] -> [信息展示方便及时]; [轮渡服务] -> [票价合理]
[民国风格建筑] -> [很有民国气息]; [萨克斯音乐] -> [听觉盛宴]
[长江大桥] -> [视野开阔]; [下关火车主题公园] -> [有历史感]
[下关火车主题公园] -> [历史感]
[南京长江大桥] -> [中国工程技术实力象征]
[夕Space落日餐厅] -> [很好看]; [夕Space落日餐厅] -> [很好出片]
[长江大桥] -> [视野开阔]; [阅江楼] -> [角度不错]
[下关火车主题公园] -> [适合富士拍照]; [江边] -> [很出片]
[渡轮] -> [票价低廉]; [长江] -> [人生第一次]
[蒸汽火车;旧铁路] -> [有历史感]; [江豚] -> [治愈]; [夕阳] -> [浪漫]
[民国首都电厂旧址公园] -> [绝佳机位]; [登高观景平台] -> [晚霞绝了]
[甲板] -> [📷时间多一点]; [夕阳] -> [不错]
[矮建筑] -> [视角不够高]; [长江大桥] -> [S形桥体可拍到]
[中山码头轮渡] -> [超级出片]; [五六点光线] -> [光线绝绝子]
[轮渡] -> [乐趣无穷]; [第一层窗户] -> [可以看到完完整整的日落]
[鼓楼滨江] -> [历史文化底蕴]; [地铁号线] -> [居住条件改善]
[南京长江大桥] -> [独特景观]; [桥头堡雕塑、玉兰花灯柱、三面红旗桥头堡] -> [时代丰碑]
[铁路轮渡栈桥旧址] -> [后工业的苍凉美]; [民国建筑群] -> [怀古的况味]
[轮渡] -> [价格低廉]
[樱花大道] -> [最美樱花带]; [青铜战马雕塑群] -> [历史与现代碰撞]
[渡江胜利纪念馆] -> [有历史价值]; [长江大桥] -> [视野开阔]
[民国海军医院旧址] -> [凝固的历史]; [瞭望塔拱形玻璃窗] -> [能映出落日晚霞]
[17:00后的江边] -> [另一番美象]; [落日] -> [治愈暖人]
[滨江风光带连接系统] -> [可以畅行无阻]
[史诗级晚霞] -> [震撼; 壮观]
[民国海军医院旧址] -> [有文化底蕴]
[下关江豚基地] -> [适合夜景摄影]; [霓虹灯8点关闭] -> [需要创意拍摄]
[江景落地窗] -> [ins风设计]; [滨江风光带] -> [浪漫氛围]
[火车头和车厢] -> [颇具年代感]; [青砖灰顶建筑] -> [古朴低调]; [江豚] -> [时隐时现]
[滨江3km] -> [最浪漫治愈]; [日落] -> [最美]
[夜晚场景] -> [令人害怕]; [白天光线] -> [适合拍照]
[滨江步道] -> [最佳落日观测点]; [咖啡店位置] -> [位置yyds]
[下关火车主题公园] -> [像在度假一样]
[下关火车公园] -> [令人向往]; [南京长江大桥] -> [壮丽]; [日落] -> [心醉]
[电动车混行] -> [危险]; [桥身很稳] -> [风景不错]
[老火车站] -> [有历史感]; [朱自清《背影》场景] -> [文艺]
[长江微笑驿站至红云桥] -> [潜洲家族江豚主要活动范围]; [长江大桥附近水域] -> [新生幼豚地点]
[1934文化产业园] -> [工业风]; [永利铔厂旧址] -> [中国最早化工厂]
[绿色铁皮闸机] -> [出片]; [白墙quot;001quot;标牌] -> [假装在民国车站]; [长廊光影] -> [光影绝美]
[蒸汽火车头] -> [有历史感]; [铁路桥] -> [承载个人记忆]
[玻璃栈道] -> [适合打卡]; [灯会全开] -> [灯光景观美丽]
[中山码头] -> [有历史感]; [夕阳江景] -> [壮观/美到出圈]
[浦口火车站] -> [中国最文艺的火车站]; [电报亭] -> [旧时光的守望者]
[桂花] -> [喜欢]
[洋房别墅大平层] -> [高档]; [商业配套] -> [配套齐全]
[南京长江大桥] -> [有历史价值; 有文化底蕴]
[玻璃栈道] -> [浪漫]; [蓝调时刻] -> [独特氛围]
[电影胶片故事感] -> [氛围感强]
[郭家山机辆设施搬迁] -> [释放土地用于住宅和教育]; [滨江0227地块] -> [低密度洋房住区]
[绿皮火车] -> [出片]; [傍晚落日] -> [浪漫氛围]
[候车大楼; 售票处; 月台; 雨廊] -> [原貌保留]; [文艺店铺] -> [功能提升]
[下关火车主题园] -> [浪漫]; [长江大桥] -> [视野开阔]; [落日余晖] -> [好看]
[老浦口火车站] -> [有历史感]; [冷库] -> [有文学气息]
[浦口火车站] -> [有历史感]
[挹江门-仪凤门步道] -> [路线清晰]; [下关火车主题园] -> [规模适中]
[完美落日] -> [不比鱼嘴差]; [滨江公园] -> [适合骑行、跑步、打球、摄影]
[美人梅] -> [新增赏花踏青场所]
[长江大桥玻璃栈道] -> [太好看了]
[蒸汽机车头] -> [古老而真实]; [巨型版画] -> [精彩]
[下关电厂] -> [有历史感; 有故事]
[鼓楼滨江] -> [适合遛狗]
[金陵墙/下关墙] -> [出片]; [玻璃栈道] -> [绝佳观赏地]
[轮渡] -> [便宜实用]; [玻璃栈道] -> [出片]; [江豚] -> [独特性]
[扬子江公园] -> [视野开阔]; [骑行道] -> [适合骑行]
[中山码头] -> [最下意识的选择]; [江豚观赏区] -> [有趣]
[南京电业局下关电厂死难工人纪念碑] -> [纪念意义]
[绿皮火车] -> [有设计感]; [火车站造型建筑] -> [文艺]; [长江边安静环境] -> [宁静]
[南京长江大桥] -> [绝美日落和江景]; [南京长江大桥] -> [有历史感]
[玻璃栈道] -> [适合遛娃]; [长江大桥] -> [风景不错]
[玻璃栈桥] -> [视野开阔]; [指示牌] -> [路线清晰]
[浦口码头] -> [轮渡服务高峰时段需长时间排队]
[下关滨江风光带] -> [独一无二的风光]; [市集] -> [氛围融洽]
[黄昏江边] -> [美极了]; [开阔视野] -> [改变憋闷心境]
[蒸汽火车头与绿皮车厢] -> [适合小资拍照]; [长江大桥远景] -> [风景和视野非常棒]
[蒸汽火车头] -> [超级出片]; [绿皮火车车厢] -> [复古感满满]; [江边橘子日落] -> [hin惬意]
[轮渡] -> [出片好看]; [浦口火车站] -> [有历史感]
[网红灯塔] -> [好看/出片]; [滨江步道] -> [路线清晰]
[民国海军医院旧址] -> [优秀民国建筑]; [瞭望塔] -> [已拆除]
[电厂旧址公园] -> [适合观景]; [长江景色] -> [别有一番风味]
[复古绿皮火车] -> [分分钟都是大片]; [江边] -> [橘子海一样的落日]; [津浦书店] -> [装修很复古]
[朱自清雕塑] -> [拍拍照挺好的]; [老浦口站] -> [历史建筑有美感]
[亲水玻璃栈桥] -> [需要通过地图导航和指示牌寻找]
[无敌视野] -> [风景太美]
[江豚观测点] -> [设计合理便于观赏]; [江豚花样表演] -> [自然美]
[长江大桥] -> [有历史感]; [长江] -> [开阔]
[桥头堡] -> [具有拍摄价值]
[浦口火车站] -> [适合遛娃]; [剧组拍摄] -> [有趣]
[中山码头] -> [方便到达]; [靠窗位置] -> [最佳观赏点]
[周边环境脏乱] -> [脏乱]; [疫情原因不开放] -> [不实用]
[下关火车主题公园] -> [适合散步]; [树木] -> [很漂亮]
[江边步道] -> [路线清晰]; [晚霞] -> [浪漫/治愈]
[民国首都电厂旧址公园] -> [有历史感]; [京电号] -> [有象征意义]
[民国首都电厂] -> [有历史感]; [铁路轮渡栈桥] -> [有文化底蕴]
[长江大桥] -> [适合航拍创作]; [普通视角] -> [接近肉眼的真实感受]
[下关火车主题公园] -> [适合摄影创作]; [火车内部昏暗与窗外明亮] -> [光影效果独特]
[北方风格合院] -> [仿佛穿越回上一个世纪]; [中西合璧建筑] -> [具有设计感]; [英式壁炉烟囱装饰] -> [协调]
[江风] -> [夏夜的凉爽]; [轮渡] -> [出片]; [江豚观测点] -> [最美的江边夕阳]
[滨江风光带散步道] -> [路线清晰]; [下关火车主题公园] -> [有历史感]
[郑和北路; 民国海军医院旧址; 阅江楼; 郑和中路; 长江大桥] -> [能拍到（摄影价值认可）]
[下关火车主题公园] -> [开阔视野]; [下关火车主题公园] -> [放松状态]
[蒸汽火车头、绿皮车厢] -> [唤醒记忆]; [铁路轮渡栈桥旧址] -> [适合复古工业风拍摄]
[浦口火车站旧址] -> [有历史感]; [滨江大道骑行] -> [舒适]
[电厂网红打卡地] -> [有设计感]; [电厂一条街] -> [有历史感]
[民国首都电厂旧址公园] -> [独特魅力]; [工业建筑] -> [充满力量与质感]
[下关火车站主题公园] -> [有历史感]
